column_name	sample_values_truncated
Conditions	Overcast│Overcast│Overcast│Overcast│Overcast│Overcast│Overcast│Mostly Cloudy
act_tag	sd│sd│sv│b│+│%│sv│sv
Wind Direction	North│Calm│North│North│North│NW│NW│NNW
folder_owner_addrprovince	TX│TX│TX│TX│TX│TX│TX
TEAM_CITY	New York│New York│New York│New York│New York│New York│New York│New York
name	عمر بن الخطاب│اشميخ│مدرسة النجم الساطع
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
Wind Direction	SSW│SW│SW│SW│SW│SSW│SW│WSW
OrganisationLabel	West Oxfordshire│West Oxfordshire│West Oxfordshire│West Oxfordshire│West Oxfordshire│West Oxfordshire│West Oxfordshire│West Oxfordshire
Wind	NNW│WNW│NW│WNW│SW│WNW│W│W
venue_state	CA│GA│GA│TX│TX
Modality	CT│PT│PT
race	Latino│Latino│Latino│Black│Black│Latino│Black│White
Wind Direction	SSW│SW│SW│WSW│WSW│Calm│Calm│Calm
Wind Direction	SSW│SW│SW│SW│SSW│SW│SW│WSW
Composition:	7-8:│and│Castle
Vvc	Fw│Nc│Fw│Nc│Dn│Ag│Nc│Cs
Wind Direction	East│East│East│East│Calm│Calm│Calm│WNW
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Wind Direction	East│ENE│ENE│ENE│NNE│NE│ENE│ENE
Wind Direction	South│South│South│South│SSW│SSW│SSW│WSW
type	NON│NON│NON│NON│NON│NON│NON│NON
Resting	Criteria│Criteria│Criteria│Criteria│Criteria│Criteria│Criteria│Criteria
__index_level_11__	lady│and│best│and│NOT
__index_level_1__	; Seasonally adjusted at annual rates                           │Quarterly data from 1947 To 1969│Bureau of Economic Analysis│Data published August 26, 2011   │File created 8/25/2011 10:14:23 AM│Line
Provider State	AZ│AZ│AZ│AZ│AZ│AZ│AZ│AZ
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
was_home	East Robertstad│Christophertown│New Tammy│New Michellehaven│Ericview│New Sergiobury│Cruzhaven│Jeremyshire
code	CHEAONE│CHEATWO│CHOONE│CHOTWO
Aa	Abacus│Abbey│Abdomen│Ability│Abolishment│Ab│Accele│Accele
Subject	Postcards--California│City & town life--California--Los Angeles│California poppy│California poppy
was_home	Normaborough│South Deannaport│Buckburgh│Samanthaland│Brownstad│Emilyshire│Gutierreztown│Langborough
name	Barssia│oregonensis│yezo-montana│yezomontana
teamName	Buffalo│Miami (Fla.)│Wichita St.│Arizona│Yale│Baylor│UNCW│Duke
interaction_type	LeftGate│LeftGate│LeftGate│LeftGate│LeftGate│LeftGate│Pushed│PickedUp
TEAM_CITY	Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee
DeviceAction	Permit│Permit│Permit
PA	WI│PA│WI│PA│WI│WI│WI│WI
__index_level_419__	faxed│Ross
forecasts submitted	Deaths│Deaths│Hospitalizations, deaths│Cases│Cases, deaths│Cases, hospitalizations, deaths│Cases, hospitalizations, deaths│Cases, hospitalizations, deaths
Status	Operational│Operational│Operational│Operational│Operational│Operational│Operational│Operational
Home Y	South Brendamouth│East Allen│Davebury│Lauramouth│Cabreraville│Port Heidi│Port Audreyside│North Davidborough
topic_description	HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS
Wind Direction	SSW│SSW│SSW│SSW│SW│SW│SW│SSW
OrganisationLabel	Stratford-On-Avon District Council│Stratford-On-Avon District Council│Stratford-On-Avon District Council│Stratford-On-Avon District Council│Stratford-On-Avon District Council│Stratford-On-Avon District Council│Stratford-On-Avon District Council│Stratford-On-Avon District Council
of	and│OS│in
24H-40	N/A Middle of the city│ok│- damages, lost for some tools│No losses│Urban area NA│some loss of tools due to collapsed buildings
value	Abkasies│Achinese│Adangme│Adyghe│Afar│Afrihili│Afrikaans│Aghem
no	Shirogane│Second│Punch
Fall	Men│University│Louisville
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
team_division_pre2002	NFC West│NFC East│NFC East│NFC West│AFC Central│AFC East│NFC West│NFC Central
Wind Direction	WNW│Variable│Calm│Calm│Variable│NW│WNW│Variable
Wind Direction	South│SSW│SSW│SSW│SSW│SSW│SW│SW
name	Australian Capital Territory│New South Wales│Northern Territory│Queensland│South Australia│Tasmania│Victoria│Western Australia
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
Wind Direction	WNW│NW│NNW│NNW│Calm│SSW│SW│SSW
other2	stim2│na│na│na│na│na│na
country_name_filter	Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus
name_of_HH	সুরুজ্জামান│অাব্দুল বারেক মন্ডল│হানিফ উদ্দিন│মো: অামিনুর ইসলাম│সোজা মন্ডল│মিজানুর রহমান│ জামিনুর ইসলাম│মো: গোলজার হোসেন
An	Dawson│The│Morrison's│An│...an│Dawson│A│...many
Wind Direction	WSW│Calm│East│South│South│SSE│South│SSE
__index_level_1__	Circuit│Park,CA,,NCCF/│Endurance│BP/Sierra│Francisco,CA,,Fresh│,CA,,iRT-Reactor
County	County│COFFEE│OVERTON│OVERTON│CLINTON│WAYNE│MONROE│CARVER
Place*	Klagenfurt, Austria│Vienna, Austria│Brussels, Belgium│Brussels, Belgium│Brussels, Belgium│Bulgaria │Bulgaria │Bulgaria 
Events	Rain│Rain
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Wind Direction	SSE│Calm│NNE│NE│NNE│NE│ENE│East
Home	Riveraborough│Port Katherinechester│West Charles│East Allison│Collinston│Riversmouth│Lake Warren│Millerbury
value	ارمني│ازبکي│الماني│انګلیسي│ایټالوي│بلوڅي│پښتو│پورتګالي
Wind Direction	WSW│SW│WSW│WSW│SW│WSW│WSW│WSW
major_category	Noncampaign│Trump - other│Noncampaign│Noncampaign│Noncampaign│Noncampaign│Noncampaign│Noncampaign
County	WHARTON│County│SOCORRO│VAL VERDE│VAL VERDE│HOUSTON│REAGAN│REAGAN
Crop	Corn│Corn│Corn│Corn│Corn│Corn│Corn│Corn
Events	Rain│Fog-Rain│Fog│Fog│Fog│Fog
Wind Direction	NNE│North│Variable│NW│NNW│North│North│North
topic_description	FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS
County	Bethel│Wrangell-Petersburg│Anchorage│Valdez-Chitina-Whittier│Anchorage│Fairbanks│Kenai-Cook Inlet│Anchorage
Wind Direction	West│West│West│WSW│SW│SSW│SW│WSW
COUNTY	Limestone│Denton│Wilbarger│Wheeler│Polk│Lavaca│Harris│Gillespie
Wind Direction	Calm│South│SSW│SSW│South│South│South│SSW
Events	Fog│Fog│Fog
dominant_object	Hand│Hand│Hand│Hand│Hand│HandToWrist
name	ALABAMA│ALASKA│ARIZONA│ARKANSAS│CALIFORNIA│COLORADO│CONNECTICUT│DELAWARE
Wind Direction	SSW│SW│SW│SSW│SW│SW│SW│SW
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
code	CHEAONE│CHEATWO│CHOONE│CHOTWO
County	Montgome│Montgome│Delaware│Bucks│Bucks│Bucks│Delaware│Montgome
Name_ClimateRegion	name of the climatic region│VarChar│Germany│Germany
TEAM_CITY	New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans
County	JOHNSON│STORY│BLACK HAWK│JOHNSON│JOHNSON│SCOTT│POLK│POLK
TEAM_CITY	New York│New York│New York│New York│New York│New York│New York│New York
Wind Direction	WNW│NW│NNW│NNW│Calm│SSW│SW│SSW
__index_level_768__	coal│MS.N,
StateCode	VA│VA│VA│VA│VA│VA│VA│VA
DL State	FL│FL│FL│FL│FL│FL│FL│FL
ethnicity	White│White│Other│White│White│Asian│Asian│Other
offense	Alabama│Army│Northwestern│Stanford│TCU│Texas│Kentucky│Kentucky
code	CHEAONE│CHEATWO│CHOONE│CHOTWO
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
substation_id	DOW_OSS│DOW_OSS│DOW_OSS│DOW_OSS│DOW_OSS│DOW_OSS│DOW_OSS│DOW_OSS
Wind Direction	Calm│Calm│NW│North│North│North│North│NNW
interaction_type	Pushed│RightGate│LeftGate│RightGate│PickedUp│RightGate│LeftGate│LeftGate
review-id	review-id│319979│98054│124652│695340│561527│95919
TEAM_CITY	Utah│Utah│Utah│Utah│Utah│Utah│Utah│Utah
Post Unique Reference	1│2│4│5│6│12│14│15
name	Oaxacania│malvaefolia│malvifolia
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
Wind Direction	Calm│Calm│Calm│Calm│Calm│Calm│Calm│Calm
TEAM_CITY	Utah│Utah│Utah│Utah│Utah│Utah│Utah│Utah
TEAM_CITY	Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee
County	Sanborn│Grant│Pennington│Pennington│Minnehaha│Codington│Brookings│Meade
Status	Operational│Operational│Operational│Operational│Operational│Operational│Operational│Operational
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Wind Direction	Calm│Calm│Calm│Calm│Calm│Calm│West│WSW
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
color	Gris│Noir│Bleu│Blanc│rouge│Jaune│Gris│Noir
interaction_type	LeftGate│RightGate│LeftGate│RightGate│LeftGate│RightGate│PickedUp│RightGate
category	Community│Community│Community│Community│Community│Household│Household│Household
type	NON│NON│NON│NON│NON│NON│NON│NON
symbol	DCO.DE│DCO.DE│DCO.DE│DCO.DE
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
Wind Direction	WSW│Calm│Calm│WSW│Calm│NW│NNW│ENE
V15	nationality│American│ISI│na│na│na│na│na
throughout	Git│is
ordenvalido	Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales
Federal state	State│State│State│State│State│State│State│State
_address_region	Arkansas│California│Washington│Pennsylvania
Restoration	day,,,5,
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Speaker	Sanyam Bhutani│Sanyam Bhutani│Eugene Khvedchenya│Sanyam Bhutani│Eugene Khvedchenya│Sanyam Bhutani│Eugene Khvedchenya│Sanyam Bhutani
:TYPE	IST_IM_RAT│IST_IM_RAT│IST_IM_RAT│IST_IM_RAT│IST_IM_RAT│IST_IM_RAT│IST_IM_RAT│IST_IM_RAT
Wind Direction	Calm│South│South│SSE│South│South│South│SSW
Wind Direction	South│South│SSW│SSW│SW│SW│SW│SW
TEAM_CITY	New York│New York│New York│New York│New York│New York│New York│New York
Category	About│About│About│About│About│About│About│About
Stampede	Country│IOWA│of
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
especievalida	Eumops perotis│Eumops perotis│Eumops perotis│Eumops perotis│Eumops perotis│Eumops perotis│Eumops perotis│Eumops perotis
TEAM_CITY	Washington│Washington│Washington│Washington│Washington│Washington│Washington│Washington
property_owner_addrprovince	TX│TX│TX│CA
TEAM_CITY	Washington│Washington│Washington│Washington│Washington│Washington│Washington│Washington
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Events	Rain│Rain│Fog
Wind Direction	SSE│SSE│South│South│South│South│South│South
wa	Naruto│to│Hina|0|0|1|Low│no│OVA|0|0|1|Low│Piece|10|792|1|High
Project	KeyVault│KeyVault│KeyVault│KeyVault
TEAM_CITY	Dallas│Dallas│Dallas│Dallas│Dallas│Dallas│Dallas│Dallas
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
Events	Fog│Fog
primaryCategory	Mining│Mining│Mining│Mining│Mining│Mining│Mining│Mining
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Provider City	ARMOUR│ABERDEEN│RAPID CITY│GROTON│MILLER│WOONSOCKET│CLEAR LAKE│BROOKINGS
Stage	SP│SP│SP
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
region_label	Northern California│Central California│Southern California│Oregon│Washington│California Current Ocean│California Current Study Area (area.weighted.mean)
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
external_identifier_value	ocd-division/country:us/state:wa/county:adams│ocd-division/country:us/state:wa/county:asotin│ocd-division/country:us/state:wa/county:benton│ocd-division/country:us/state:wa/county:benton│ocd-division/country:us/state:wa/county:benton│ocd-division/country:us/state:wa/county:chelan│ocd-division/country:us/state:wa/county:clallam│ocd-division/country:us/state:wa/county:clark
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
__index_level_25__	a│(a3)│that
venue_state	GA│GA│CA
lgID	NL│NL│AL│AL│AL│AL│AL│AL
TEAM_CITY	Utah│Utah│Utah│Utah│Utah│Utah│Utah│Utah
COUNTY	Kleberg│Collin│Hamilton│Harris│Tarrant│Guadalupe│Harris│Fort Bend
Wind Direction	Calm│Calm│Calm│Calm│Calm│Calm│Calm│Calm
rite	ahau│tona│e│e ia│ko│hoki│runga i│ko
interaction_type	PickedUp│LeftGate│LeftGate│Pushed│LeftGate│LeftGate│LeftGate│PickedUp
Region	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Hamilton	Road│Giant│View,CA,00:00.0,California│Dorado│Pillar│Cycling│Luis
location_code_filter	kurzeme_region_LV│kurzeme_region_LV│kurzeme_region_LV│kurzeme_region_LV│kurzeme_region_LV│kurzeme_region_LV│kurzeme_region_LV│kurzeme_region_LV
__index_level_23__	be│said
*StateProv	North Province│North Province│North Province│North Province│North Province│North Province│North Province│North Province
region_code_filter	smolyan_province│smolyan_province│smolyan_province│smolyan_province│smolyan_province│smolyan_province│smolyan_province│smolyan_province
User ID	US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco
tenure_type	FH│FH│FH│FH│FH│FH│FH│FH
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
REGION1	ADAMS│ALAMOSA│BACA
County	County│OZARK│GRAY│County│COBB│LACLEDE│SHANNON│RANDOLPH
EstadoDoc	Si│Si│Si│Si│Si│Si
OrganisationLabel	South Staffordshire District Council│South Staffordshire District Council│South Staffordshire District Council│South Staffordshire District Council│South Staffordshire District Council│South Staffordshire District Council│South Staffordshire District Council│South Staffordshire District Council
Unnamed: 4	Pro│CREW│/│THE
Events	Rain-Thunderstorm│Rain-Thunderstorm│Rain│Rain│Fog│Fog
external_identifier_value	ocd-division/country:us/state:hi/county:hawaii│ocd-division/country:us/state:hi/county:hawaii│ocd-division/country:us/state:hi/county:honolulu│ocd-division/country:us/state:hi/county:hawaii│ocd-division/country:us/state:hi/county:maui│ocd-division/country:us/state:hi/county:maui│ocd-division/country:us/state:hi/county:kauai│ocd-division/country:us/state:hi/county:hawaii
OH	CA│OH│CA│OH│CA│OH│CA│OH
Wind Direction	NE│ENE│NE│Calm│Calm│Calm│Calm│SE
Wind Direction	Calm│North│Calm│Variable│SW│Calm│Calm│SSW
home	Susantown│Morganside│East Greg│Lake Erin│Sonyafort│Williamsbury│Markbury│Jeremychester
LENORE	ALINA│LENORE│ALINA│LENORE│ALINA│LENORE│ALINA│LENORE
County	Clark│Clark│Washoe│Carson City│Clark│Clark│Lincoln│Clark
name	Afganistan│Insulele Åland│Albania│Algeria│Samoa americană│Andorra│Angola│Anguilla
Type	NodaTimeZone│OlsonTimeZone
interaction_type	RightGate│RightGate│LeftGate│RightGate│LeftGate│LeftGate│PickedUp│LeftGate
interaction_type	PickedUp│RightGate│RightGate│LeftGate│RightGate│LeftGate│RightGate│RightGate
Wind Direction	NE│ENE│NNE│NNE│NE│NNE│North│North
attribute	Statewide│Statewide│Statewide│Statewide│Statewide│Statewide│Note│Note
__index_level_29__	total)│of│of│people)
Wind Direction	SW│SW│SW│WSW│SW│West│WSW│WNW
country_id	Peru│Peru│Peru
Source State	DC│CO│DC│DC│DC│DC│DC
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
Wind Direction	WSW│Calm│SW│SW│SW│SSW│South│WSW
type	NON│NON│NON│NON│NON│NON│NON│NON
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Wind Direction	SE│WSW│West│WSW│WSW│SW│Calm│Calm
sospechoso	Si│Si│Si
Wind Direction	Calm│Calm│NNW│Calm│Calm│Calm│Calm│Calm
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
interaction_type	LeftGate│RightGate│RightGate│Pushed│LeftGate│RightGate│RightGate│PickedUp
Wind Direction	SSE│South│South│SW│West│Calm│NNW│North
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
exposure	Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea
country_id	Peru│Peru│Peru
Chevrolet	Cross│Cross│Lake
V26	orderPres│1│2│3│4│5
town_map_darkelf_t00	town_map_darkelf_t00│town_map_dwarf_t00│town_map_dwarf_t00│town_map_dwarf_t00│town_map_elf_t00│town_map_elf_t00│town_map_elf_t00│town_map_talking_t00
County	STORY│JOHNSON│POLK│POLK│LINN│WASHINGTON│BLACK HAWK│DUBUQUE
Namespace	EditorExtensions│EditorExtensions│EditorExtensions│EditorExtensions│EditorExtensions│EditorExtensions│EditorExtensions│EditorExtensions
Wind	WSW│CALM│CALM│CALM│N│N│N│N
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Wind Direction	Variable│SE│SE│South│Variable│South│South│South
country_name_filter	Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus
community_type	Nonprofit│Nonprofit│Nonprofit│Nonprofit│Nonprofit│Nonprofit│Nonprofit
Type	OS│OS│OS│OS
title	To Have and To Hold│Red Pottage│Unleavened Bread│The Reign of Law│Eben Holden│Janice Meredith│The Redemption of David Corson│Richard Carvel
Namespace	GeoUserDiscovery│GeoUserDiscovery│GeoUserDiscovery│GeoUserDiscovery│GeoUserDiscovery│GeoUserDiscovery│GeoUserDiscovery│GeoUserDiscovery
PORTFOLIO	East_Bay│East_Bay│East_Bay│East_Bay│East_Bay│East_Bay│Big_Gas│Big_Gas
EXAMPLE_UNITS	mV│mV│mV│mV│mV│mV│mV
TEAM_CITY	Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee
Championship	Pro│/│Race
Wind Direction	NNE│Calm│Calm│Calm│Calm│Calm│Calm│Calm
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
Wind Direction	Calm│North│NE│NE│Calm│Calm│NE│NNE
GEO.display-label	Geography│United States│North Carolina│Durham County, North Carolina│Forsyth County, North Carolina│Guilford County, North Carolina
TEAM_CITY	Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland
TEAM_CITY	Brooklyn│Brooklyn│Brooklyn│Brooklyn│Brooklyn│Brooklyn│Brooklyn│Brooklyn
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
name	Gymnanthera│cunninghamii│fruticosa│hypoleuca│insularum│nitida│oblonga│paludosa
Events	Snow
topic_description	FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS│FAMILY_REUNIONS
property_owner_addrprovince	TX│TX│TX
Race	Junior│1919│Cycling│Junior
Conditions	Overcast│Overcast│Mostly Cloudy│Clear│Clear│Clear│Clear│Fog
Label	O│O│O│O│O│O│O│O
search_term	Coastal Topographic Lidar│Coastal Topographic Lidar│Coastal Topographic Lidar│Coastal Topographic Lidar│Coastal Topographic Lidar│Coastal Topographic Lidar│Coastal Topographic Lidar│Coastal Topographic Lidar
FFG  Act  Status	In Review│Listed│Listed│In Review│In Review│In Review│In Review│Listed
Provider State	AZ│AZ│AZ│AZ│AZ│AZ│AZ│AZ
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
X	Cyclo-cross│Elite│Cycle│Cycle│Collins,CO,48:09.3,First│Giant│CLIF
Wind Direction	Calm│NE│ENE│Calm│ENE│East│Calm│Calm
PORTFOLIO	Old_Timers│Old_Timers│Old_Timers│Old_Timers│Old_Timers│Beachfront│Beachfront│Beachfront
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
Wind Direction	Calm│Calm│Calm│Calm│Calm│Calm│NE│Variable
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
field	name│geography│geography│geography│geography│geography│geography│geography
Namespace	SurveyMonkey│SurveyMonkey│SurveyMonkey│SurveyMonkey│SurveyMonkey│SurveyMonkey│SurveyMonkey│SurveyMonkey
Event	Running│InputWindowOpen│KeyDown│KeyDown│KeyDown│KeyDown│KeySequenceStopped│InputWindowClosed
variable	Country_Code│Latitude│Longitude│Village_ID
County	County│PINELLAS│HERNANDO│ALACHUA│RICHLAND│GARFIELD│VALLEY│SHANNON
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
COUNTY	Limestone│Denton│Wilbarger│Wheeler│Polk│Lavaca│Harris│Gillespie
DistConocida	Si│Si│Si│Si│Si│Si│Si│Si
Product	Vorto│Vorto│Vorto│Vorto│Vorto│Vorto│Vorto│Vorto
Wind Direction	North│Calm│Calm│Calm│Calm│East│Calm│Calm
County	County│GMZ032│SEQUOYAH│BEAUFORT│CLINTON│CLINTON│SUWANNEE│MARICOPA
value	Achinese│Adangme│Adyghe│Afar│Afrihili│Ainu│Akkadian│Akoose
Component	Maven│Maven│Maven│Maven│Commits Explorer (Retired)│Commits Explorer (Retired)│Commits Explorer (Retired)│Maven
Wind Direction	WNW│Calm│Calm│Calm│Calm│Calm│Calm│South
Wind Direction	South│South│South│SE│SSW│South│SSW│Calm
County	FRESNO│County│CHEATHAM│SUMNER│ORANGEBURG│MARION│County│BOONE
County	County│ROCK│MENOMINEE│KENOSHA│STEPHENSON│OGLE│WINNEBAGO│EDDY
Unnamed: 4	Annual│Annual│Annual│Annual│Perennial│Annual│Annual│Annual
Theme	Business, Industry and Trade│Business, Industry and Trade│Business, Industry and Trade│Business, Industry and Trade│Business, Industry and Trade│Business, Industry and Trade│Business, Industry and Trade│Business, Industry and Trade
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
County	LANDER│SHAWANO│JONES│County│HENNEPIN│HENNEPIN│RAMSEY│DAKOTA
Name	Ann Arbor│Back Lake│Contwoyto│Dawson City│Eskimo Point│Fort Chipewyan│Fort Churchill│Fort Simpson
USPS	AL│AK│AZ│AR│CA│CO│CT
Wind Direction	Calm│Calm│SE│SSE│SE│ESE│ESE│ESE
Language_ID	psi│pmv│ma│pda│pwc│pdh│la│la
JGI Sample template	Sample Name│ADDING (linked to Sample ID from JGI LIMS)│Sample Group Name (in some cases)
County	District Of Columbia│District Of Columbia│District Of Columbia│District Of Columbia│District Of Columbia│District Of Columbia│District Of Columbia│District Of Columbia
Wind Direction	West│ESE│Calm│Calm│NE│East│East│East
attribute	Statewide│Statewide│Statewide│Statewide│Statewide│Statewide│Statewide│Note
Wind Direction	Calm│NE│ENE│Calm│ENE│East│Calm│Calm
note	 │ │ │ Sarea brassicicola│ brassicaecola│ │ │ 
Input.word3	Slender│Slender│Slender│Slender│Slender│Slender│Slender│Slender
state.name	Alabama│Alabama│Alaska│Alaska│Arizona│Arizona│Arkansas│Arkansas
symbol	MCE.DE│MCE.DE│MCE.DE│MCE.DE
Wind Direction	East│East│ENE│Calm│East│Calm│Calm│NE
Wind Direction	South│SSW│SSW│SSW│Calm│Calm│WNW│West
Wind Direction	Calm│Calm│SW│SW│SW│SW│SW│SW
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Wind Direction	SW│WSW│Calm│NW│NNE│North│North│North
topic_description	TRIAL_BY_JURY│TRIAL_BY_JURY│TRIAL_BY_JURY│TRIAL_BY_JURY│TRIAL_BY_JURY│TRIAL_BY_JURY│TRIAL_BY_JURY│TRIAL_BY_JURY
Namespace	INAZUMA11│INAZUMA11│INAZUMA11│INAZUMA11│INAZUMA11│INAZUMA11│INAZUMA11│INAZUMA11
Wind Direction	SW│SW│SW│SW│SW│SW│WSW│WSW
Wind Direction	WSW│SW│WSW│SW│SW│SW│SW│SW
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
Region	Cascadia│Cascadia│Cascadia│Cascadia│Cascadia│Cascadia│Cascadia│Cascadia
Wind Direction	SW│SW│SW│SW│SW│SW│SW│SW
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
sospechoso	Si│Si│Si│Si│Si│No│Si│Si
types	Eaturecray│Instant│Creature│Creature│Creature│Enchantment│Creature│Enchantment
NMSPC_CD	OLE-DLVR│OLE-DLVR│OLE-DLVR│OLE-DLVR│OLE-SYS│OLE-SYS│OLE-SYS
__index_level_1115__	NEA│on
TEAM_CITY	Houston│Houston│Houston│Houston│Houston│Houston│Houston│Houston
ordenvalido	Anura│Anura│Anura│Anura│Anura
name	Wurdastom│bullata│cuatrecasasii│dorrii│dudleyi│ecuadorense│ecuadorensis│hexamera
Events	Fog│Fog│Fog-Rain│Fog-Rain│Fog-Rain│Fog│Fog
Nama	DHAMARANGGANA│MASBUHIN MA'ARIF│MOH. FANDI PAULIVAN│RAFLY MANTOFANI│PUTRA DWI LAKSONO│IBNUH AFANDI│AKHMAD ZAKI PERMANA│RIFALDI
name	Australian Capital Territory│New South Wales│Northern Territory│Queensland│South Australia│Tasmania│Victoria│Western Australia
