id	kind	verdict	current_gold	model_pred	panel_opus	c_opus	panel_sonnet	c_sonnet	panel_haiku	c_haiku	panel_adv	agree	mean_conf	sample_values
p0122	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	2010 | 2016 | 2005 | 2004 | 2018 | 1998 | 2020 | 2009 | 2003 | 2017 | 1999 | 2014 | 2011 | 2006 | 2019 | 2012 | 1997 | 2008
p0123	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1930 | 1998 | 1967 | 1946 | 1915 | 1982 | 1996 | 1959 | 1980 | 1979 | 1950 | 2000 | 1977 | 1990 | 1945 | 1969 | 2002 | 1957 | 1985 | 1989
p0124	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1959 | 1980 | 1979 | 1950 | 2000 | 1977 | 1990 | 1945 | 1969 | 1930 | 1998 | 1967 | 1946 | 1915 | 1982 | 1996 | 1957 | 1985 | 1989 | 1963
p0125	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1930 | 1998 | 1967 | 1946 | 1915 | 1982 | 1996 | 1959 | 1980 | 1979 | 1950 | 2000 | 1977 | 1990 | 1945 | 1969 | 1957 | 1985 | 1989 | 1986
p0126	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1930 | 1998 | 1967 | 1946 | 1915 | 1982 | 1996 | 1959 | 1980 | 1979 | 1950 | 2000 | 1977 | 1990 | 1945 | 1969 | 1957 | 1985 | 1989 | 2002
p0127	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1930 | 1998 | 1967 | 1946 | 1915 | 1982 | 1996 | 1959 | 1980 | 1979 | 1950 | 2000 | 1977 | 1990 | 1945 | 1969 | 2002 | 1986 | 1978 | 1944
p0128	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1930 | 1998 | 1967 | 1946 | 1915 | 1982 | 1996 | 1963 | 1972 | 1992 | 1976 | 2001 | 1999 | 1995 | 1934 | 2005 | 1974 | 1981 | 1961 | 1959
p0129	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1921 | 1932 | 1936 | 1937 | 1943 | 1947 | 1952 | 1953 | 1973 | 1976 | 1988 | 2002 | 2004 | 2012 | 2013 | 2018 | 1930 | 1935 | 1938 | 1951
p0130	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	2015 | 2019 | 2017 | 2018 | 2012 | 2010 | 2011 | 2014 | 2013 | 2016
p0131	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985 | 1986 | 1926
p0132	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 2008 | 1999 | 1946 | 1942 | 1980 | 1987 | 2005 | 1934 | 1998
p0133	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985 | 1986 | 1926
p0134	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	2002 | 1936 | 2013 | 2012 | 1976 | 1988 | 2004 | 1952 | 1973 | 1921 | 1953 | 1975 | 2000 | 1985 | 2006 | 1958 | 1986 | 1983 | 1965 | 1926
p0135	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985 | 1986 | 1926
p0136	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985 | 1986 | 1926
p0137	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985 | 1986 | 1926
p0138	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985 | 1986 | 1926
p0139	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 1995 | 1991 | 1963 | 1971 | 1931 | 1950 | 2014 | 2009 | 1939
p0140	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985 | 1986 | 1926 | 1965 | 1996 | 1951 | 1980 | 1987 | 1952 | 1973 | 2013 | 1953 | 2012 | 2002
p0141	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 1961 | 1993 | 2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985
p0142	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1952 | 1973 | 2013 | 1953 | 2012 | 2002 | 2004 | 1988 | 1976 | 1921 | 1936 | 2006 | 1975 | 1956 | 2000 | 1958 | 1983 | 1985 | 1986 | 1926
p0143	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1976 | 2013 | 1988 | 2002 | 2012 | 2004 | 1952 | 1936 | 1973 | 1953 | 1921 | 1951 | 1986 | 1930 | 2000 | 1985 | 1975 | 1938 | 1996 | 1965
p0144	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1974 | 1957 | 1999 | 1995 | 1985 | 2016 | 1984 | 1964 | 1950 | 2005 | 1925 | 1982 | 1955 | 1937 | 1934 | 1972 | 2003 | 2001 | 1975 | 1946
p0145	header-heuristic	CONFIRM	representation.numeric.integer_number	representation.identifier.increment	integer_number	0.78	integer_number	0.88	integer_number	0.9	integer_number	3	0.85	9206 | 9204 | 9199 | 9186 | 9183 | 9178 | 9174 | 9201 | 9200 | 9195 | 9191 | 9185 | 9184 | 9180 | 9169 | 9196 | 9188 | 9182 | 9177 | 9176
p0146	header-heuristic	CONFIRM	representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.9	integer_number	0.9	integer_number	0.9	integer_number	3	0.9	4322 | 1332 | 1135 | 944 | 794 | 626 | 625 | 468 | 467 | 434 | 430 | 427 | 376 | 371 | 370 | 366 | 355 | 353 | 321 | 300
p0147	header-heuristic	CONFIRM	representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.9	integer_number	0.88	integer_number	0.85	integer_number	3	0.88	2150 | 750 | 695 | 725 | 1225 | 1420 | 1075 | 1425 | 720 | 745 | 825 | 1500 | 1950 | 1850 | 1800 | 925 | 1125 | 1400
p0148	control	CONFIRM	representation.discrete.categorical	representation.discrete.ordinal	categorical	0.85	categorical	0.9	categorical	0.92	categorical	3	0.89	FixedSampleRecord | FixedSampleRecordSortable | TestRecord
p0149	control	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.9	decimal_number	0.85	decimal_number	3	0.88	75.1808 | 72.2521 | 72.2218 | 74.9495 | 72.7677 | 73.3632 | 72.9811
p0150	control	CONFIRM	representation.identifier.alphanumeric_id	technology.internet.url	alphanumeric_id	0.95	alphanumeric_id	0.95	alphanumeric_id	0.95	alphanumeric_id	3	0.95	msg33873840 | msg45427779 | msg36442168 | msg38764462 | msg34374931 | msg45755365 | msg25875593 | msg38394048
p0152	control	CONFIRM	technology.internet.url	technology.internet.url	url	0.97	url	0.98	url	0.98	url	3	0.98	http://www.huntto.net | http://www.nikevapors.com/ | http://www.hchbcq.cn | http://www.jodans-air.com | http://arto.com/section/blog/ViewEntry.a | http://www.thoughtfulminds.org/blog/esse | http://blogs.law.harvard.edu/philg/2011/ | http://hotspot2012.blogspot.com/2011/09/ | http://www.bidrivalsbuddy.com/ | http://www.youtube.com/watch?v=JC_r4vVtb | http://bit.ly/pKluG9 | http://techblog.netflix.com/2011/09/netf | http://soundcloud.com/groups/purebiotix- | http://www.monclercoatsjacketssale.co.uk | http://senthilnambi.posterous.com/someth | http://www.blogoholic.in/2011/09/10/nico | http://www.ubergizmo.com/2011/09/the-mar | http://inkexpertsinternational.com/compa | http://twitter.com/ | http://www.seonorthamerica.com/content/l
p0153	control	CONFIRM	representation.text.plain_text	identity.government.eu_vat	plain_text	0.75	plain_text	0.85	plain_text	0.85	street	3	0.82	054XX W MELROSE ST | 105XX S WABASH AVE | 014XX S PULASKI RD | 048XX W HUBBARD ST | 069XX S CLYDE AVE | 044XX S MOZART ST | 0000X W 108TH PL | 034XX S GILES AVE | 063XX N AVERS AVE | 103XX S DOTY AVE E | 023XX N MC VICKER AVE | 011XX S CLINTON ST | 016XX S STATE ST | 003XX S WABASH AVE | 105XX S STATE ST | 029XX W HARRISON ST | 073XX S CONSTANCE AVE | 006XX E 69TH ST | 055XX S MOBILE AVE | 074XX S CAMPBELL AVE
p0154	control	CONFIRM	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	sql_standard	0.95	sql_standard	0.97	sql_standard	0.98	sql_standard	3	0.97	2020-05-28 21:04:43 | 2020-05-29 13:49:16 | 2020-05-18 18:38:46 | 2020-05-28 21:51:06 | 2020-05-19 07:33:30 | 2020-05-19 06:49:51 | 2020-05-28 21:38:46
p0155	control	CONFIRM	datetime.date.mdy_slash	datetime.date.mdy_slash	mdy_slash	0.9	mdy_slash	0.95	mdy_slash	0.92	mdy_slash	3	0.92	08/15/2020 | 12/11/2021 | 06/23/2021 | 08/21/2020 | 04/01/2021 | 01/14/2021 | 09/21/2020 | 08/09/2020 | 09/24/2022 | 12/15/2021 | 07/07/2023 | 08/03/2022 | 08/09/2013 | 04/01/2017 | 02/18/2023 | 05/30/2021 | 01/06/2022 | 01/10/2022 | 11/17/2021 | 06/30/2021
p0156	control	CONFIRM	representation.numeric.integer_number	representation.numeric.integer_number	alphanumeric_id	0.78	integer_number	0.88	integer_number	0.88	alphanumeric_id	2	0.88	178840 | 178815 | 178597 | 178653 | 178972 | 221382 | 3316 | 178379 | 178495 | 179074
p0157	control	CONFIRM	representation.numeric.decimal_number	unknown	decimal_number	0.9	decimal_number	0.92	decimal_number	0.88	decimal_number	3	0.9	1.5 | 2.2 | 4.0 | 2.0 | 3.93 | 1.0 | 4.17 | 9.33 | 1.63 | 1.88
p0159	control	CONFIRM	representation.discrete.categorical	representation.discrete.categorical	categorical	0.85	categorical	0.92	categorical	0.92	categorical	3	0.9	b | c | f | a | d | h | e | g
p0160	control	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.9	longitude	0.92	decimal_number	0.88	longitude	2	0.91	2.3601067 | 2.3600296 | 2.3597223 | 2.3596751 | 2.3522219 | 2.3607712 | 2.360831 | 2.3603218 | 2.3606769 | 2.3607063 | 2.3596262 | 2.3605721 | 2.3603219 | 2.3606865 | 2.3596979 | 2.3601 | 2.3597395
p0161	control	CONFIRM	representation.discrete.categorical	representation.text.entity_name	categorical	0.85	categorical	0.95	plain_text	0.88	categorical	2	0.9	Foul: Shooting | Violation: Lane | Turnover: 3 Second Violation | Foul: Loose Ball | Turnover: Traveling | Foul: Personal | Foul: Offensive
p0162	control	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.85	decimal_number	0.75	decimal_number	0.85	decimal_number	3	0.82	-71.3711 | -31.7943 | -36.2124 | -77.8226 | -45.4617 | -5.8605 | -60.9905 | -74.06 | -71.2469 | -16.845 | -26.7955 | 2.6548 | -16.1265 | 5.9588 | 40.0656 | 104.4525 | -38.7152 | -38.2409 | -24.0709 | -28.9642
p0163	control	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.85	decimal_number	0.8	decimal_number	0.85	decimal_number	3	0.83	5.2812 | 79.4682 | 156.8046 | 146.6999 | -11.6356 | 97.1958 | 94.4938 | 129.6024 | 171.456 | 47.311 | 147.7773 | 72.0671 | 67.7886 | 24.1723 | 89.2813 | 50.1287 | -16.3381 | 147.7769 | -7.4247 | 53.6767
p0165	control	CONFIRM	technology.internet.url	technology.internet.url	url	0.97	url	0.98	url	0.98	url	3	0.98	http://www.onlineinvestingai.com/blog/20 | http://sunlightlabs.com/blog/2010/clearm | http://blog.abi.sh/2010/the-clueless-you | http://www.countyhealthrankings.org/ | http://www.foreignpolicy.com/articles/20 | http://lalawag.com/2010/02/17/track-down | http://www.technologyreview.com/blog/arx | http://www.linux.com/news/embedded-mobil | http://howtogetfocused.com/chapters/the- | http://www.soilandhealth.org/03sov/0303c | http://www.google.com/moderator/ | http://technologizer.com/2010/02/17/twit | http://www.nytimes.com/2010/02/18/educat | http://sethgodin.typepad.com/seths_blog/ | http://www.kk.org/cooltools/archives/004 | http://www.forbes.com/2010/02/16/cloud-c | http://www.newsvend.com/tablets-and-erea | http://youngandbrilliant.net/tagged/ted | http://www.ethanzuckerman.com/blog/2010/ | http://www.itworld.com/open-source/96887
p0166	control	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.92	longitude	0.95	decimal_number	0.88	longitude	2	0.94	-83.55 | -79.97 | -81.01 | -103.55 | -113.27 | -111.87 | -111.64 | -102.8 | -82.35 | -82.75 | -101.46 | -80.11 | -114.45 | -81.99 | -115.14 | -82.32 | -103.66 | -111.43 | -101.58 | -81.46
p0167	control	CONFIRM	representation.discrete.categorical	geography.location.city	categorical	0.85	categorical	0.93	plain_text	0.85	categorical	2	0.89	Wraps | Kahvaltılıklar | Kırmızı Etler | Homemade Burgerler | Yan Ürünler | Tatlılar | Gözlemeler | Makarnalar | Quesadillas | İçecekler | Poşet | Et Dönerler | Sandviçler | Beyaz Etler | Pizzalar (1 Kişilik) | Menüler | Tostlar | Tavuk Dönerler | Salatalar
p0168	control	CONFIRM	representation.numeric.decimal_number	unknown	decimal_number	0.9	decimal_number	0.88	decimal_number	0.9	decimal_number	3	0.89	2.6 | 4.6 | 3.57 | 4.07 | 2.5 | 5.6 | 3.61 | 3.17 | 3.25 | 2.81 | 3.46 | 3.42 | 2.76 | 3.76 | 2.95 | 3.22 | 2.61 | 2.67 | 2.92 | 2.82
p0169	control	CONFIRM	geography.location.country_code	geography.location.country_code	country_code	0.85	country_code	0.9	country_code	0.95	country_code	3	0.9	AW | ES | IO | BR | BA | JP | PK | PA | TT | BS | SB | WF | DO | ZA | ZW | BL | SX | SG | SY | GN
p0170	control	CONFIRM	representation.discrete.categorical	representation.text.entity_name	categorical	0.85	categorical	0.95	categorical	0.92	categorical	3	0.91	per Annum | per Day | per Hour
p0171	control	CONFIRM	geography.location.city	geography.location.city	city	0.93	city	0.9	plain_text	0.85	city	2	0.92	 Denton |  Hallettsville |  Wichita Falls |  Richmond |  Decatur |  Weatherford |  Longview |  Cedar Park |  Cypress |  Mesquite |  Plano |  Littlefield |  Sunnyvale |  Lake Jackson |  Tomball |  Hamilton |  Andrews |  Houston |  Lufkin |  Pearland
p0172	control	CONFIRM	datetime.epoch.unix_seconds	identity.medical.npi	unix_seconds	0.92	unix_seconds	0.97	unix_seconds	0.95	unix_seconds	3	0.95	1548353395 | 1571256940 | 1573142721 | 1573145291 | 1548366691 | 1573157276 | 1548355619 | 1548374607 | 1548374609 | 1548375953 | 1549074417 | 1549249094 | 1548366633 | 1548366658 | 1548369766 | 1549074382 | 1549077457 | 1549078378 | 1573076577 | 1573077046
p0173	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2013-03-15 | 2013-06-01 | 2013-04-20 | 2013-02-01
p0177	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2013-07-30 | 2013-08-02 | 2013-08-05 | 2013-08-06 | 2013-08-21 | 2013-08-12 | 2013-08-19 | 2013-08-26 | 2013-08-08 | 2013-08-23 | 2013-08-22 | 2013-08-07 | 2013-08-15 | 2013-08-27 | 2013-08-14 | 2013-08-16 | 2013-08-28 | 2013-07-31 | 2013-08-09 | 2013-08-20
p0178	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2014-05-02 | 2014-05-16 | 2014-05-23 | 2014-05-27 | 2014-05-29 | 2014-06-14 | 2014-06-18 | 2014-06-25 | 2014-06-28 | 2014-07-10 | 2014-07-12 | 2014-07-25 | 2014-07-27 | 2014-08-10 | 2014-08-12 | 2014-08-14 | 2014-08-23 | 2014-08-27 | 2014-08-29 | 2014-09-10
p0179	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2018-10-06 | 2017-11-01 | 2018-05-09 | 2018-05-08 | 2018-05-05 | 2018-10-16 | 2018-09-06 | 2018-09-12
p0180	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2014-06-25 | 2014-06-28 | 2014-07-10 | 2014-07-12 | 2014-07-25 | 2014-07-27 | 2014-08-10 | 2014-08-12 | 2014-08-14 | 2014-08-23 | 2014-08-27 | 2014-08-29 | 2014-09-10 | 2014-10-04 | 2014-10-06 | 2014-10-17 | 2014-10-18 | 2014-10-22 | 2014-10-23 | 2014-10-28
p0181	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2014-06-25 | 2014-06-28 | 2014-07-10 | 2014-07-12 | 2014-07-25 | 2014-07-27 | 2014-08-10 | 2014-08-12 | 2014-08-14 | 2014-08-23 | 2014-08-27 | 2014-08-29 | 2014-09-10 | 2014-10-04 | 2014-10-06 | 2014-10-17 | 2014-10-18 | 2014-10-22 | 2014-10-23 | 2014-10-28
p0182	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2009-04-27 | 2010-04-07 | 2009-04-28 | 2008-11-03 | 2010-04-05 | 2010-10-29 | 2009-10-20 | 2010-04-06 | 2009-04-26 | 2010-10-26 | 2008-11-06 | 2010-10-24 | 2010-04-04 | 2008-11-07
p0183	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2016-06-22 | 2016-06-23 | 2016-06-13 | 2016-06-20 | 2016-06-25 | 2016-06-28 | 2016-06-18 | 2016-06-24 | 2016-06-12 | 2016-06-21 | 2016-06-30 | 2016-06-29 | 2016-06-11 | 2016-06-14 | 2016-06-16 | 2016-06-17 | 2016-06-19 | 2016-06-27 | 2016-06-26 | 2016-06-10
p0184	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2016-05-26 | 2016-05-30 | 2016-06-07 | 2016-06-08 | 2016-06-13 | 2016-06-20 | 2016-06-25 | 2016-06-28 | 2016-05-14 | 2016-05-23 | 2016-05-28 | 2016-06-18 | 2016-06-24 | 2016-05-15 | 2016-05-22 | 2016-05-25 | 2016-06-01 | 2016-06-02 | 2016-06-29 | 2016-05-11
p0185	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2016-10-31 | 2017-12-14 | 2018-06-13 | 2019-09-06 | 2019-10-17 | 2017-09-27 | 2019-12-05 | 2018-03-06 | 2020-04-02 | 2018-02-16 | 2019-04-10 | 2019-05-14 | 2007-10-15 | 2019-06-06 | 2017-09-19 | 2018-08-03 | 2018-11-06 | 2017-06-02 | 2019-08-01
p0186	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2013-09-23 | 2019-11-08 | 2016-08-05 | 2015-09-03 | 2015-08-28 | 2014-12-11 | 2017-10-10 | 2013-05-06 | 2016-02-29 | 2015-09-14 | 2014-09-23 | 2013-08-08 | 2017-01-20 | 2014-10-02 | 2012-08-09 | 2016-12-01 | 2018-08-08 | 2013-09-17 | 2012-12-24 | 2015-10-01
p0187	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2002-06-18 | 2000-02-16 | 2011-07-28 | 2007-08-08 | 1974-03-28 | 2013-07-31 | 1987-09-23 | 1983-12-01 | 2005-06-24
p0188	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2011-12-28 | 2011-12-04 | 2011-11-20 | 2011-11-06 | 2011-12-11 | 2011-12-18 | 2011-11-13
p0189	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.93	iso	0.97	iso	0.95	iso	3	0.95	2015-11-27 | 2015-11-25 | 2015-11-26
p0190	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.9	iso	0.92	iso	0.95	iso	3	0.92	2017-02-03 | 2017-02-15 | 2017-02-17 | 2017-01-25 | 2017-01-27 | 2017-02-08 | 2017-02-09 | 2017-02-18 | 2017-01-24 | 2017-02-01 | 2017-02-06 | 2017-02-11 | 2017-02-14 | 2017-01-15 | 2017-01-17 | 2017-01-19 | 2017-01-22 | 2017-01-28 | 2017-02-16 | 2017-01-12
p0191	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.95	iso	0.95	iso	3	0.95	1925-07-01 | 1928-07-01 | 1936-11-01 | 1926-04-15 | 1942-02-01 | 1897-06-30 | 1923-07-01 | 1919-07-01 | 1940-01-22 | 1930-01-01 | 1929-01-01 | 1933-11-26 | 1936-04-12 | 1934-11-01 | 1897-01-01 | 1937-08-20 | 1904-04-01 | 1940-04-22 | 1938-12-20 | 1932-01-01
p0192	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.9	iso	0.92	iso	0.95	iso	3	0.92	2020-09-09 | 2020-09-08 | 2020-09-15 | 2020-09-10 | 2020-09-14 | 2020-09-12 | 2020-09-13 | 2020-09-11
p0193	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2009-05-17 | 2009-06-07 | 2009-07-01 | 2009-05-31 | 2009-06-14 | 2009-05-24
p0194	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.9	iso	0.92	iso	0.95	iso	3	0.92	2000-01-02 | 2000-01-04 | 2000-01-01 | 2000-01-06 | 2000-01-03 | 2000-01-05
p0195	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2014-10-06 | 2014-09-28 | 2014-09-12 | 2014-10-20 | 2014-08-26 | 2014-08-17 | 2014-09-15 | 2014-10-02 | 2015-01-09 | 2014-09-23 | 2014-09-09 | 2015-01-12 | 2014-10-11 | 2014-08-31 | 2014-10-15 | 2014-09-24 | 2014-09-05
p0196	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.93	iso	0.97	iso	0.95	iso	3	0.95	2015-09-03 | 2016-12-22 | 2015-07-31 | 2016-07-01 | 2016-07-28
p0197	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2015-05-01 | 2017-04-18 | 2016-04-30 | 2017-11-11 | 2012-10-27 | 2014-05-11 | 2013-04-25 | 2016-11-11 | 2013-04-27 | 2016-05-01 | 2018-05-09 | 2015-04-28 | 2017-04-17 | 2015-11-12 | 2012-10-26 | 2018-11-11 | 2017-04-20 | 2018-05-08 | 2014-05-09 | 2016-11-08
p0198	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.93	iso	0.97	iso	0.95	iso	3	0.95	2012-06-06 | 2012-05-27 | 2012-06-03 | 2012-05-13
p0199	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.93	iso	0.97	iso	0.95	iso	3	0.95	2010-02-28 | 2010-02-14 | 2010-03-01 | 2010-01-17
p0200	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.93	iso	0.97	iso	0.95	iso	3	0.95	2019-05-30 | 2019-06-18 | 2019-06-24 | 2019-06-10 | 2019-07-03 | 2019-05-20
p0201	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.93	iso	0.97	iso	0.95	iso	3	0.95	2020-01-05 | 2020-05-11 | 2020-05-12 | 2019-12-12 | 2020-05-06
p0202	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.92	iso	0.97	iso	0.95	iso	3	0.95	2019-02-26 | 2018-12-07 | 2019-03-17
p0203	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2016-04-09 | 2016-11-09 | 2017-11-19 | 2018-04-08 | 2018-04-06 | 2017-03-11 | 2017-03-12 | 2018-11-14 | 2017-11-14 | 2016-11-08 | 2015-11-10 | 2017-03-21 | 2018-11-12 | 2015-11-13 | 2016-11-10 | 2016-04-10 | 2017-03-10 | 2017-11-12 | 2015-11-07 | 2018-11-13
p0204	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2016-09-02 | 2016-11-09 | 2017-08-03 | 2015-07-23 | 2015-11-18 | 2016-11-11 | 2007-07-25 | 2006-06-21 | 2016-05-13 | 2016-12-23 | 2016-12-16 | 2017-05-19 | 2017-03-01 | 2014-08-22 | 2017-01-20 | 2017-03-02 | 2017-02-02 | 2017-03-08 | 2017-07-31 | 2017-09-15
p0205	datetime-rerun	CONFIRM	datetime.date.iso	datetime.date.iso	iso	0.95	iso	0.97	iso	0.95	iso	3	0.96	2014-08-14 | 2014-05-27 | 2014-05-29 | 2014-08-18 | 2014-01-28 | 2014-01-05 | 2013-11-02 | 2014-04-17 | 2014-01-11 | 2015-01-09 | 2013-09-30 | 2014-01-14 | 2013-12-20 | 2014-04-13 | 2015-01-12 | 2014-03-24 | 2014-04-25 | 2014-03-14 | 2013-12-18 | 2014-02-07
