bucket	column_name	gold	sense_pred	composed_pred	sha
a_sharpen_rescued	Tweet Posted Time (UTC)	datetime.date.dmy_slash	datetime.date.mdy_slash	datetime.date.dmy_slash	8db36ab767f8
d_both_right	country_name_filter	geography.location.country	geography.location.country	geography.location.country	8db449436720
a_sharpen_rescued	latitude	geography.coordinate.latitude	geography.coordinate.longitude	geography.coordinate.latitude	8e4529adf14f
d_both_right	longitude	geography.coordinate.longitude	geography.coordinate.longitude	geography.coordinate.longitude	8e4529adf14f
c_both_wrong	translation1SourceUri	technology.internet.url	finance.crypto.bitcoin_address	finance.crypto.bitcoin_address	8f15c214f427
d_both_right	country_id:id	geography.location.country_code	geography.location.country_code	geography.location.country_code	8f2effe6c55b
a_sharpen_rescued	Lon	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	900386fe684d
c_both_wrong	3110054519	representation.numeric.integer_number	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	911d4f268f80
d_both_right	PermissionDate	datetime.date.iso	datetime.date.iso	datetime.date.iso	91b4e36f2671
a_sharpen_rescued	URL	technology.internet.url	representation.text.plain_text	technology.internet.url	91d382d31b5b
d_both_right	Time_stamp	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	925e4950233d
a_sharpen_rescued	NMI	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	929187795235
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	93261749de14
b_sharpen_broke	deferredLongTermLiab	representation.numeric.integer_number	representation.numeric.integer_number	representation.identifier.increment	93ca04a27e0c
d_both_right	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	9449be1b7f93
c_both_wrong	Created	datetime.epoch.unix_seconds	representation.numeric.decimal_number	representation.numeric.decimal_number	94788c5fd9ac
d_both_right	StarchDM	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	94e069136426
d_both_right	ISBNs	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	959f86513f24
d_both_right	REGIONE	geography.location.region	geography.location.region	geography.location.region	9600f4ed9649
d_both_right	parent_id	technology.internet.url	technology.internet.url	technology.internet.url	962a0179d5f4
c_both_wrong	link_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	technology.internet.url	9684602d6985
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	96ade317096e
a_sharpen_rescued	averageDailyVolume3Month	representation.numeric.integer_number	representation.identifier.numeric_code	representation.numeric.integer_number	96b0c4699df6
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	96b0c4699df6
d_both_right	gmtOffSetMilliseconds	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	96b0c4699df6
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	970651ad9f95
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	9776c702ddeb
a_sharpen_rescued	Type	representation.text.word	identity.person.username	representation.text.word	9849dfa0e24f
d_both_right	District 04 Estimate	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	98c87a16bbc5
a_sharpen_rescued	LoneParent	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	9965bbc456ae
d_both_right	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	999dabb8211a
d_both_right	folder_owner_addrcity	geography.location.city	geography.location.city	geography.location.city	9ac5e6482529
c_both_wrong	call_type	representation.text.plain_text	representation.text.entity_name	representation.text.entity_name	9b52f6f681f1
a_sharpen_rescued	destination_x	representation.numeric.integer_number	representation.identifier.numeric_code	representation.numeric.integer_number	9b9e430ff370
d_both_right	logloss	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	9c1087b6aa1f
d_both_right	region	geography.location.country_code	geography.location.country_code	geography.location.country_code	9c4ffa5bc6c1
a_sharpen_rescued	group	representation.text.word	representation.boolean.initials	representation.text.word	9c8f04fda7dd
d_both_right	time_zone_ms	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	9cdf3d59a497
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	9d563ab021d1
b_sharpen_broke	ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.identifier.increment	9d659ad74b33
a_sharpen_rescued	regularMarketVolume	representation.numeric.integer_number	datetime.component.year	representation.numeric.integer_number	9d7e24617cb9
d_both_right	mean_acc_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	9dc1a65f02b4
d_both_right	mean_kappa_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	9dc1a65f02b4
a_sharpen_rescued	doi_url	technology.internet.url	datetime.timestamp.iso_8601_micros_offset	technology.internet.url	9e0fa6266e7b
d_both_right	Points	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	9e4eac44bbc1
a_sharpen_rescued	totalOperatingExpenses	representation.numeric.integer_number	identity.medical.npi	representation.numeric.integer_number	9ea26d8f1728
d_both_right	Points	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	9efd0ca64660
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	9f3fe5c0c130
a_sharpen_rescued	Smart 10: Spin_Retry_Count (Raw Value)	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	9f50c1edbd3a
c_both_wrong	signature_source_url	representation.text.plain_text	representation.text.word	technology.internet.url	9fc7d952d5c2
d_both_right	Provider City	geography.location.city	geography.location.city	geography.location.city	9ffefa4c724b
b_sharpen_broke	utc_offset	representation.numeric.decimal_number	representation.numeric.decimal_number	datetime.offset.utc	a020d7e3865c
d_both_right	Accepted	datetime.date.iso	datetime.date.iso	datetime.date.iso	a0499858d7ab
d_both_right	Received	datetime.date.iso	datetime.date.iso	datetime.date.iso	a0499858d7ab
c_both_wrong	toCountry	geography.location.country	geography.location.region	geography.location.region	a0f28ecfd3b1
d_both_right	Country	geography.location.country_code	geography.location.country_code	geography.location.country_code	a12e91a5db77
c_both_wrong	Status	representation.text.plain_text	representation.text.entity_name	representation.text.entity_name	a14d153e72a3
c_both_wrong	TEAM_ABBREVIATION	representation.text.word	geography.transportation.iata_code	geography.transportation.iata_code	a1fa1b85586b
d_both_right	compensationAsOfEpochDate	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	a22933514c3d
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	a2d34caf97b8
d_both_right	host_thumbnail_url	technology.internet.url	technology.internet.url	technology.internet.url	a2d34caf97b8
d_both_right	longName	representation.text.entity_name	representation.text.entity_name	representation.text.entity_name	a2dbdb401f93
d_both_right	id	technology.internet.url	technology.internet.url	technology.internet.url	a31fba558b47
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	a368748c44a7
d_both_right	updateDate	datetime.date.iso	datetime.date.iso	datetime.date.iso	a36b58ca05c1
d_both_right	POSS	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	a3a72669f627
a_sharpen_rescued	Points	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	a3c2a3abef4d
a_sharpen_rescued	href	technology.internet.url	representation.text.plain_text	technology.internet.url	a3dce11e9c64
d_both_right	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	a3e805867452
d_both_right	date	datetime.date.iso	datetime.date.iso	datetime.date.iso	a42fd0730571
d_both_right	voteId	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	a434e224abf0
d_both_right	totalCashFromOperatingActivities	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	a470bee13771
b_sharpen_broke	username	identity.person.username	identity.person.username	representation.text.word	a47a58001ea8
c_both_wrong	exchangeTimezoneShortName	representation.text.word	representation.identifier.alphanumeric_id	unknown	a4b4f6997b5e
a_sharpen_rescued	Earnings	representation.numeric.integer_number	datetime.component.year	representation.numeric.integer_number	a4cc68e46c86
d_both_right	website	technology.internet.url	technology.internet.url	technology.internet.url	a50fe286d661
d_both_right	ISBNs	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	a52e163dc64a
d_both_right	Points	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	a56ee5fc2220
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	a5915ce477dc
c_both_wrong	citation_id	representation.identifier.alphanumeric_id	finance.securities.cusip	finance.securities.cusip	a5bfea1eae69
d_both_right	vz	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	a5f2df77f0be
d_both_right	wfo_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	a67ed562e054
c_both_wrong	species_code_6	representation.identifier.alphanumeric_id	representation.text.entity_name	representation.text.entity_name	a6aa4568dd73
d_both_right	region	geography.location.country_code	geography.location.country_code	geography.location.country_code	a6c48197111f
a_sharpen_rescued	control	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	a7383462c4ff
d_both_right	publishedAtString	datetime.date.iso	datetime.date.iso	datetime.date.iso	a8518daff3d1
a_sharpen_rescued	netIncomeFromContinuingOps	representation.numeric.integer_number	representation.numeric.decimal_number	representation.numeric.integer_number	a92820d67e4b
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	a934955fcb6a
a_sharpen_rescued	z.exposure	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	a9460b3328e1
d_both_right	Domain	technology.internet.hostname	technology.internet.hostname	technology.internet.hostname	aab6d57dc2d5
b_sharpen_broke	GlobalRank	representation.numeric.integer_number	representation.numeric.integer_number	representation.discrete.ordinal	aab6d57dc2d5
d_both_right	IDN_Domain	technology.internet.hostname	technology.internet.hostname	technology.internet.hostname	aab6d57dc2d5
c_both_wrong	IDN_TLD	technology.internet.top_level_domain	technology.internet.hostname	technology.internet.hostname	aab6d57dc2d5
a_sharpen_rescued	RefIPs	representation.numeric.integer_number	representation.identifier.numeric_code	representation.numeric.integer_number	aab6d57dc2d5
a_sharpen_rescued	RefSubNets	representation.numeric.integer_number	representation.identifier.increment	representation.numeric.integer_number	aab6d57dc2d5
c_both_wrong	TLD	technology.internet.top_level_domain	technology.internet.hostname	technology.internet.hostname	aab6d57dc2d5
b_sharpen_broke	TldRank	representation.numeric.integer_number	representation.numeric.integer_number	representation.discrete.ordinal	aab6d57dc2d5
c_both_wrong	Comments	representation.numeric.integer_number	representation.boolean.binary	representation.boolean.binary	aacd26910676
a_sharpen_rescued	Region	geography.location.region	geography.location.city	geography.location.region	ab173f2ca1ee
c_both_wrong	Primary ISBN10	identity.commerce.isbn	identity.medical.npi	identity.medical.npi	ab823ef7eb81
c_both_wrong	exchangeTimezoneShortName	representation.text.word	geography.location.country_code	geography.location.country_code	abff7928b11b
d_both_right	Primary ISBN13	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	adaf83b378c9
a_sharpen_rescued	Comments	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	adebbf7aa5da
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	ae8553e95e2f
c_both_wrong	person,state,district,vote,name,party	container.object.csv	geography.address.street_name	representation.text.word	aec5b768d1f6
c_both_wrong	April 9, 2021 9:32 PM UTC	representation.text.plain_text	representation.text.entity_name	representation.text.entity_name	aee220132b3f
d_both_right	145.07	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	af029de50688
d_both_right	region_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	af14dd1c46dc
c_both_wrong	TEAM_ABBREVIATION	representation.text.word	geography.location.country_code	geography.location.country_code	b01ad9aa1db0
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	b055b6c297d4
d_both_right	Created (UTC)	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	b0e03141e1fe
d_both_right	Updated (UTC)	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	b0e03141e1fe
a_sharpen_rescued	zip	geography.address.postal_code	identity.government.ein	geography.address.postal_code	b12544d6d5a4
c_both_wrong	marketCap	representation.numeric.integer_number	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	b14bdcbfded9
d_both_right	Time Sent Utc	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	b1606b822cc7
a_sharpen_rescued	fiftyTwoWeekHighChange	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	b20ddee7ffec
d_both_right	Status	representation.text.word	representation.text.word	representation.text.word	b298783f7771
d_both_right	PermissionDate	datetime.date.iso	datetime.date.iso	datetime.date.iso	b29bf85a60df
d_both_right	project_number	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	b369d00f7570
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	b3d2bbb89483
d_both_right	region	geography.location.country_code	geography.location.country_code	geography.location.country_code	b3fc727f495c
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	b410beda5a9a
d_both_right	governanceEpochDate	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	b4119bacff94
d_both_right	DateTime	datetime.date.iso	datetime.date.iso	datetime.date.iso	b421e704fa63
d_both_right	SUM229neg	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	b4c17bd1276f
a_sharpen_rescued	latitude	geography.coordinate.latitude	geography.coordinate.longitude	geography.coordinate.latitude	b4c4def9df1b
d_both_right	longitude	geography.coordinate.longitude	geography.coordinate.longitude	geography.coordinate.longitude	b4c4def9df1b
d_both_right	Story	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	b4e5fd362025
c_both_wrong	agency_name	representation.text.plain_text	representation.text.entity_name	identity.person.full_name	b4f5d1b3b5b6
d_both_right	agency_start_date	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	b4f5d1b3b5b6
c_both_wrong	base_salary	finance.currency.amount	representation.numeric.decimal_number	representation.numeric.decimal_number	b4f5d1b3b5b6
a_sharpen_rescued	fiscal_year	datetime.component.year	datetime.date.compact_ym	datetime.component.year	b4f5d1b3b5b6
c_both_wrong	leave_status_as_of_june_30	representation.text.word	representation.boolean.terms	representation.boolean.terms	b4f5d1b3b5b6
d_both_right	ot_hours	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	b4f5d1b3b5b6
c_both_wrong	pay_basis	representation.text.word	representation.text.plain_text	representation.text.plain_text	b4f5d1b3b5b6
c_both_wrong	regular_gross_paid	finance.currency.amount	representation.numeric.decimal_number	representation.numeric.decimal_number	b4f5d1b3b5b6
d_both_right	regular_hours	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	b4f5d1b3b5b6
c_both_wrong	title_description	representation.text.plain_text	representation.text.entity_name	representation.text.entity_name	b4f5d1b3b5b6
c_both_wrong	total_ot_paid	finance.currency.amount	representation.numeric.decimal_number	representation.numeric.decimal_number	b4f5d1b3b5b6
c_both_wrong	total_other_pay	finance.currency.amount	representation.numeric.decimal_number	representation.numeric.decimal_number	b4f5d1b3b5b6
a_sharpen_rescued	work_location_borough	geography.location.region	geography.location.city	geography.location.region	b4f5d1b3b5b6
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	b50b64cda798
d_both_right	governanceEpochDate	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	b50e35f684ad
a_sharpen_rescued	WindowProtection	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	b554b49cd70a
a_sharpen_rescued	z.exposure	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	b563ed9fbc29
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	b57b501497dc
d_both_right	host_thumbnail_url	technology.internet.url	technology.internet.url	technology.internet.url	b57b501497dc
a_sharpen_rescued	rate_tx	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	b5d3d2f4724e
d_both_right	Last_Date	datetime.date.iso	datetime.date.iso	datetime.date.iso	b5d9a1339f47
b_sharpen_broke	SetForWholeYear	representation.boolean.terms	representation.boolean.terms	unknown	b625eed9da95
d_both_right	Country	geography.location.country_code	geography.location.country_code	geography.location.country_code	b66140608f73
a_sharpen_rescued	askSize	representation.numeric.integer_number	datetime.component.year	representation.numeric.integer_number	b6db1682f516
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	b6db1682f516
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	b70afca6c39e
d_both_right	visit_end_datetime	datetime.date.iso	datetime.date.iso	datetime.date.iso	b71b6f4d6f91
a_sharpen_rescued	GAME_ID	representation.numeric.integer_number	representation.identifier.numeric_code	representation.numeric.integer_number	b77aa26dc75f
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	b8138466dade
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	b8138466dade
a_sharpen_rescued	totalOperatingExpenses	representation.numeric.integer_number	identity.medical.npi	representation.numeric.integer_number	b8df5e111f0b
d_both_right	venue_country	geography.location.country_code	geography.location.country_code	geography.location.country_code	b93780087350
d_both_right	created_at	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	b939a63f3b0a
a_sharpen_rescued	Comments	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	b961130c807d
d_both_right	website	technology.internet.url	technology.internet.url	technology.internet.url	b97284c3671c
d_both_right	Points	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	b9b80dc9dcd1
d_both_right	Time_stamp	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	bb3ff45839fd
d_both_right	conversation_no	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	bb46613b178d
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	bb58c5989e76
d_both_right	update_date	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	bc0d5fa4250b
d_both_right	regularMarketVolume	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	bc383436d717
a_sharpen_rescued	averageDailyVolume10Day	representation.numeric.integer_number	datetime.component.year	representation.numeric.integer_number	bc69b8a477b5
d_both_right	Type	representation.text.word	representation.text.word	representation.text.word	bcec44fcb660
c_both_wrong	id	geography.location.country_code	representation.identifier.alphanumeric_id	unknown	bd4824dc8022
d_both_right	compensationAsOfEpochDate	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	bd92d6787455
d_both_right	totalOperatingExpenses	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	bd92d6787455
a_sharpen_rescued	State	geography.location.state_code	geography.location.region	geography.location.state_code	be00af421b3b
d_both_right	region	geography.location.country_code	geography.location.country_code	geography.location.country_code	becf841517a5
a_sharpen_rescued	latitude	geography.coordinate.latitude	representation.numeric.decimal_number	geography.coordinate.latitude	bf3583351a8b
d_both_right	destination_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	bfa4f0ed3440
a_sharpen_rescued	country	geography.location.country_code	geography.location.region	geography.location.country_code	c12d7a78acfa
b_sharpen_broke	discriminator_type	representation.file.extension	representation.file.extension	representation.text.word	c1bbf47b0d74
d_both_right	PLAYER_ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	c1ed58e35685
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	c24e7e834486
a_sharpen_rescued	perm_unlink	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	c2f075d8c417
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	c32c1f55c77b
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	c32c1f55c77b
d_both_right	name	geography.location.region	geography.location.region	geography.location.region	c335a91a0959
c_both_wrong	Shortname	representation.text.plain_text	representation.text.entity_name	representation.text.entity_name	c378ba23e738
b_sharpen_broke	(year)	representation.numeric.decimal_number	representation.numeric.decimal_number	unknown	c3ec4cdff238
d_both_right	Parent	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	c41ae786a27b
b_sharpen_broke	remove_compare_link	representation.boolean.terms	representation.boolean.terms	technology.internet.url	c481e397623e
d_both_right	date	datetime.date.iso	datetime.date.iso	datetime.date.iso	c5343bab7056
c_both_wrong	parent_id	technology.internet.url	representation.text.plain_text	representation.text.plain_text	c54b6f11a0da
d_both_right	Date of Birth	datetime.date.iso	datetime.date.iso	datetime.date.iso	c55adb24d76b
d_both_right	fullTimeEmployees	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	c596c914554e
d_both_right	NPPES_PROVIDER_COUNTRY	geography.location.country_code	geography.location.country_code	geography.location.country_code	c5cf6c7f0e1f
d_both_right	mean_acc_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	c5f49b598be7
d_both_right	moa	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	c639bdfaf8a1
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	c66bf266c716
d_both_right	LoneParent	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	c6d517cc0770
c_both_wrong	group_id:id	representation.identifier.alphanumeric_id	representation.text.entity_name	representation.text.entity_name	c734f3b7629f
d_both_right	primaryCountry.alpha3Code	geography.location.country_code	geography.location.country_code	geography.location.country_code	c74da3637e7e
d_both_right	PORTFOLIO_ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	c7ac447f1cfe
d_both_right	destination_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	c8eaa48b8afb
d_both_right	noc	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	c9642ef4b4c0
d_both_right	moa	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	c967416cd0f9
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	c96a74644bec
d_both_right	CDE	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	ca35c9069b65
a_sharpen_rescued	modulation_default	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	cad063f48284
a_sharpen_rescued	Count_read	representation.numeric.integer_number	datetime.component.year	representation.numeric.integer_number	cadfedff5b73
d_both_right	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	cadfedff5b73
d_both_right	status_link	technology.internet.url	technology.internet.url	technology.internet.url	cae7c2a4974b
a_sharpen_rescued	fiftyTwoWeekLowChangePercent	representation.numeric.decimal_number	geography.coordinate.longitude	representation.numeric.decimal_number	cb10421e9a2d
c_both_wrong	venue_city	geography.location.city	geography.location.region	geography.location.region	cbb872989a38
c_both_wrong	TEAM_ID	representation.numeric.integer_number	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	cc7a005ac645
c_both_wrong	exchangeTimezoneShortName	representation.text.word	geography.location.country_code	geography.location.country_code	ccb9f1d47b24
c_both_wrong	Source Type	representation.text.word	geography.location.city	geography.location.city	cceee25bc15c
d_both_right	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	cd7cc39ea3c6
c_both_wrong	3187480517	representation.numeric.integer_number	identity.commerce.isbn	identity.commerce.isbn	cd8669309485
d_both_right	country_id	geography.location.country_code	geography.location.country_code	geography.location.country_code	cd96c830f5f0
d_both_right	itemid	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	ce16a2c51fd4
b_sharpen_broke	link_description	representation.text.plain_text	representation.text.plain_text	technology.internet.url	cf0e2e2079ab
a_sharpen_rescued	task_id	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	cf5c7aa2ce08
c_both_wrong	Primary ISBN10	identity.commerce.isbn	identity.medical.npi	identity.medical.npi	cf75a3a5e219
d_both_right	Primary ISBN13	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	cf75a3a5e219
a_sharpen_rescued	Lng	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	cf75f5e83a7c
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	d06e09fb11e8
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	d06e09fb11e8
d_both_right	Story	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	d134333a31ff
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	d196a26e20c8
a_sharpen_rescued	fiftyTwoWeekLowChangePercent	representation.numeric.decimal_number	geography.coordinate.longitude	representation.numeric.decimal_number	d220ae3af3db
a_sharpen_rescued	fiftyTwoWeekHighChange	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	d299d9299673
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	d2a70d9eb46a
d_both_right	host_thumbnail_url	technology.internet.url	technology.internet.url	technology.internet.url	d2a70d9eb46a
d_both_right	dividend_type	representation.text.word	representation.text.word	representation.text.word	d2a8598c713b
d_both_right	EndRentDate	datetime.date.iso	datetime.date.iso	datetime.date.iso	d2bddab6c2d0
c_both_wrong	BenchmarkName	representation.identifier.alphanumeric_id	identity.commerce.isbn	unknown	d2be9d2eb5a1
a_sharpen_rescued	Comments	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	d2c8c9934533
d_both_right	vz	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	d334a0e1d0a6
b_sharpen_broke	ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.identifier.increment	d35e045c7c85
c_both_wrong	Demo URL	representation.text.plain_text	representation.text.entity_name	technology.internet.url	d370b00c3d4f
d_both_right	Provider City	geography.location.city	geography.location.city	geography.location.city	d3fda29de245
d_both_right	FirstAddedDate	datetime.date.iso	datetime.date.iso	datetime.date.iso	d50bb1708104
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	d5232fbdf217
d_both_right	country_name_filter	geography.location.country	geography.location.country	geography.location.country	d54a15349342
d_both_right	ISBNs	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	d5aae82f7c81
d_both_right	Type	representation.text.word	representation.text.word	representation.text.word	d6300d79f169
a_sharpen_rescued	averageDailyVolume10Day	representation.numeric.integer_number	datetime.component.year	representation.numeric.integer_number	d6599f8d11aa
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	d6599f8d11aa
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	d74d4d592bac
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	d777dd90ac93
d_both_right	CountryCode	geography.location.country_code	geography.location.country_code	geography.location.country_code	d7a01ae8d774
